,date,benchmark,bench_return
417,2016-08-29,S&P 500,0.0053639506099999994
418,2016-08-30,S&P 500,-0.0017914041
419,2016-08-31,S&P 500,-0.00219186882
420,2016-09-01,S&P 500,-2.723496e-05
421,2016-09-02,S&P 500,0.004253484829999999
422,2016-09-06,S&P 500,0.0030001079100000004
423,2016-09-07,S&P 500,9.478842e-05
424,2016-09-08,S&P 500,-0.00218007844
425,2016-09-09,S&P 500,-0.02450889625
426,2016-09-12,S&P 500,0.01473293917
427,2016-09-13,S&P 500,-0.01452635097
428,2016-09-14,S&P 500,-0.00051893777
429,2016-09-15,S&P 500,0.01027553438
430,2016-09-16,S&P 500,-0.00376191922
431,2016-09-19,S&P 500,-8.95253e-06
432,2016-09-20,S&P 500,0.0003115617
433,2016-09-21,S&P 500,0.01092756136
434,2016-09-22,S&P 500,0.006518325460000001
435,2016-09-23,S&P 500,-0.005735597729999999
436,2016-09-26,S&P 500,-0.00850502551
437,2016-09-27,S&P 500,0.0064911076199999996
438,2016-09-28,S&P 500,0.0055191964500000005
439,2016-09-29,S&P 500,-0.00929622147
440,2016-09-30,S&P 500,0.00797318477
441,2016-10-03,S&P 500,-0.00313778966
442,2016-10-04,S&P 500,-0.00486032735
443,2016-10-05,S&P 500,0.00470396306
444,2016-10-06,S&P 500,0.00050960356
445,2016-10-07,S&P 500,-0.00322189279
446,2016-10-10,S&P 500,0.004606561029999999
447,2016-10-11,S&P 500,-0.01244158239
448,2016-10-12,S&P 500,0.00122926262
449,2016-10-13,S&P 500,-0.00306294291
450,2016-10-14,S&P 500,0.0002028714
451,2016-10-17,S&P 500,-0.0030088801600000005
452,2016-10-18,S&P 500,0.00616069809
453,2016-10-19,S&P 500,0.00233570067
454,2016-10-20,S&P 500,-0.00130345602
455,2016-10-21,S&P 500,-8.031111999999999e-05
456,2016-10-24,S&P 500,0.004755692210000001
457,2016-10-25,S&P 500,-0.0037675347
458,2016-10-26,S&P 500,-0.0017281100399999998
459,2016-10-27,S&P 500,-0.00294990279
460,2016-10-28,S&P 500,-0.00305186902
461,2016-10-31,S&P 500,-0.00011618551
462,2016-11-01,S&P 500,-0.0067764338199999994
463,2016-11-02,S&P 500,-0.00639796868
464,2016-11-03,S&P 500,-0.00405807173
465,2016-11-04,S&P 500,-0.00164396438
466,2016-11-07,S&P 500,0.02223662739
467,2016-11-08,S&P 500,0.00426350308
468,2016-11-09,S&P 500,0.01114435757
469,2016-11-10,S&P 500,0.0020459933
470,2016-11-11,S&P 500,-0.0013967290000000002
471,2016-11-14,S&P 500,2.995421e-05
472,2016-11-15,S&P 500,0.0077137918799999984
473,2016-11-16,S&P 500,-0.00130241558
474,2016-11-17,S&P 500,0.0047355693
475,2016-11-18,S&P 500,-0.00222726643
476,2016-11-21,S&P 500,0.00747609463
477,2016-11-22,S&P 500,0.00220978167
478,2016-11-23,S&P 500,0.0008437481199999999
479,2016-11-25,S&P 500,0.0039323974700000005
480,2016-11-28,S&P 500,-0.005126007849999999
481,2016-11-29,S&P 500,0.0015712625599999998
482,2016-11-30,S&P 500,-0.00243821014
483,2016-12-01,S&P 500,-0.0034755351500000004
484,2016-12-02,S&P 500,0.00039738814
485,2016-12-05,S&P 500,0.00591847888
486,2016-12-06,S&P 500,0.0034391281
487,2016-12-07,S&P 500,0.01335894629
488,2016-12-08,S&P 500,0.0022593078600000004
489,2016-12-09,S&P 500,0.00594694956
490,2016-12-12,S&P 500,-0.00108172368
491,2016-12-13,S&P 500,0.0067120937
492,2016-12-14,S&P 500,-0.00805167042
493,2016-12-15,S&P 500,0.00392885566
494,2016-12-16,S&P 500,-0.0017228487699999999
495,2016-12-19,S&P 500,0.00199973224
496,2016-12-20,S&P 500,0.00378121742
497,2016-12-21,S&P 500,-0.00242375958
498,2016-12-22,S&P 500,-0.00173697782
499,2016-12-23,S&P 500,0.00135082046
500,2016-12-27,S&P 500,0.00225673714
501,2016-12-28,S&P 500,-0.00818276547
502,2016-12-29,S&P 500,-0.00024736964
